Taxon,Stage,Insect?,Origin,Higher classification,Order,higherClass_JS,Family,Common name,Feeding Group,Habit,Tolerance,Voltinism,Development,Occurrence in drift,Size at maturity,Rheophily,Thermal preference,a,b,Notes
Nais behningi,U,non-insect,Aquatic,Annelida: Oligochaeta,miscellaneous non-insect,Oligochaeta,Naididae,segmented worms,CG,BU,0,2,2,1,2,2,2,0.0758,0.74,
Nais bicuspidalis,U,non-insect,Aquatic,Annelida: Oligochaeta,miscellaneous non-insect,Oligochaeta,Naididae,segmented worms,CG,BU,0,2,2,1,2,2,2,0.0758,0.74,
Nais bretscheri,U,non-insect,Aquatic,Annelida: Oligochaeta,miscellaneous non-insect,Oligochaeta,Naididae,segmented worms,CG,BU,0,2,2,1,2,2,2,0.0758,0.74,
Nais communis,U,non-insect,Aquatic,Annelida: Oligochaeta,miscellaneous non-insect,Oligochaeta,Naididae,segmented worms,CG,BU,0,2,2,1,2,2,2,0.0758,0.74,
Nais variabilis,U,non-insect,Aquatic,Annelida: Oligochaeta,miscellaneous non-insect,Oligochaeta,Naididae,segmented worms,CG,BU,0,2,2,1,2,2,2,0.0758,0.74,
Ophidonais serpentina,U,non-insect,Aquatic,Annelida: Oligochaeta,miscellaneous non-insect,Oligochaeta,Naididae,segmented worms,CG,BU,0,2,2,1,2,2,2,0.0758,0.74,
Pristina jenkinae,U,non-insect,Aquatic,Annelida: Oligochaeta,miscellaneous non-insect,Oligochaeta,Naididae,segmented worms,CG,BU,0,2,2,1,2,2,2,0.0758,0.74,
Hirudinea,U,non-insect,Aquatic,Annelida: Hirudinea,miscellaneous non-insect,Hirudinea,x,leeches,PR,CL,HT,1,2,1,3,2,2,0.000102,3.25,
Erpobdellidae,U,non-insect,Aquatic,Annelida: Hirudinea,miscellaneous non-insect,Hirudinea,Erpobdellidae,leeches,PR,CL,HT,1,2,1,3,2,2,0.000102,3.25,
Erpobdella,U,non-insect,Aquatic,Annelida: Hirudinea,miscellaneous non-insect,Hirudinea,Erpobdellidae,leeches,PR,CL,HT,1,2,1,3,2,2,0.000102,3.25,
Glossiphoniidae,U,non-insect,Aquatic,Annelida: Hirudinea,miscellaneous non-insect,Hirudinea,Glossiphoniidae,leeches,PR,CL,HT,1,2,1,2,2,2,0.000102,3.25,
Glossiphonia complanata,U,non-insect,Aquatic,Annelida: Hirudinea,miscellaneous non-insect,Hirudinea,Glossiphoniidae,leeches,PR,CL,HT,1,2,1,2,2,2,0.000102,3.25,
Helobdella,U,non-insect,Aquatic,Annelida: Hirudinea,miscellaneous non-insect,Hirudinea,Glossiphoniidae,leeches,PR,CL,HT,2,2,1,2,2,2,0.000102,3.25,
Helobdella stagnalis,U,non-insect,Aquatic,Annelida: Hirudinea,miscellaneous non-insect,Hirudinea,Glossiphoniidae,leeches,PR,CL,HT,2,2,1,2,2,2,0.000102,3.25,
Helobdella triserialis,U,non-insect,Aquatic,Annelida: Hirudinea,miscellaneous non-insect,Hirudinea,Glossiphoniidae,leeches,PR,CL,HT,2,2,1,2,2,2,0.000102,3.25,
Hirudinidae,U,non-insect,Aquatic,Annelida: Hirudinea,miscellaneous non-insect,Hirudinea,Hirudinidae,leeches,PR,CL,HT,1,2,1,3,2,2,0.000102,3.25,
Piscicolidae,U,non-insect,Aquatic,Annelida: Hirudinea,miscellaneous non-insect,Hirudinea,Piscicolidae,leeches,PR,CL,0,1,2,1,2,2,2,0.000102,3.25,
Branchiobdellida,U,non-insect,Aquatic,Annelida: Branchiobdellida,miscellaneous non-insect,Polychaeta,x,crayfish commensal,PA,CL,MT,0,0,0,0,0,0,0.000102,3.25,
Polychaeta,U,non-insect,Aquatic,Annelida: Polychaeta,miscellaneous non-insect,Polychaeta,x,polychaet worms,CG,BU,0,2,2,1,2,1,2,0.000102,3.25,
Manayunkia speciosa,U,non-insect,Aquatic,Annelida: Polychaeta,miscellaneous non-insect,Polychaeta,Sabellidae,polychaet worms,CG,BU,MT,2,2,1,1,2,2,0.0758,0.74,
Neanthes limnicola,U,non-insect,Aquatic,Annelida: Polychaeta,miscellaneous non-insect,Polychaeta,Nereididae,polychaet worms,CG,BU,0,2,2,1,2,1,2,0.000102,3.25,
Gastropoda,U,non-insect,Aquatic,Mollusca: Gastropoda,x,Gastropoda,x,snails,SC,CL,0,2,2,1,2,2,2,0.172,1.688,
Amnicola,U,non-insect,Aquatic,Mollusca: Gastropoda,x,Gastropoda,Amnicolidae,snails,SC,CL,0,1,2,1,1,2,1,0.0208,3.03,
Colligyrus convexus,U,non-insect,Aquatic,Mollusca: Gastropoda,x,Gastropoda,Amnicolidae,snails,SC,CL,MI,1,2,1,1,2,2,0.0208,3.03,
Colligyrus new species 9,U,non-insect,Aquatic,Mollusca: Gastropoda,x,Gastropoda,Amnicolidae,snails,SC,CL,MI,1,2,1,1,2,2,0.0208,3.03,
Hydrobiidae,U,non-insect,Aquatic,Mollusca: Gastropoda,x,Gastropoda,Hydrobiidae,snails,SC,CL,0,1,2,1,1,2,2,0.0208,3.03,
Hydrobiidae sensu lato,U,non-insect,Aquatic,Mollusca: Gastropoda,x,Gastropoda,Hydrobiidae,snails,SC,CL,0,1,2,1,1,2,2,0.0208,3.03,
Fluminicola,U,non-insect,Aquatic,Mollusca: Gastropoda,x,Gastropoda,Hydrobiidae,snails,SC,CL,MT,1,2,1,1,2,2,0.0208,3.03,
Fluminicola fuscus,U,non-insect,Aquatic,Mollusca: Gastropoda,x,Gastropoda,Hydrobiidae,snails,SC,CL,MT,1,2,1,1,2,2,0.0208,3.03,
Pyrgulopsis,U,non-insect,Aquatic,Mollusca: Gastropoda,x,Gastropoda,Hydrobiidae,snails,SC,CL,MI,1,2,1,1,2,2,0.0208,3.03,
Pyrgulopsis archimedis,U,non-insect,Aquatic,Mollusca: Gastropoda,x,Gastropoda,Hydrobiidae,snails,SC,CL,MI,1,2,1,1,2,2,0.0208,3.03,
Pyrgulopsis robusta,U,non-insect,Aquatic,Mollusca: Gastropoda,x,Gastropoda,Hydrobiidae,snails,SC,CL,MI,1,2,1,1,2,2,0.0208,3.03,
Pristinicola hemphilli,U,non-insect,Aquatic,Mollusca: Gastropoda,x,Gastropoda,uncertain status,snails,SC,CL,HI,1,2,1,1,2,1,0.0208,3.03,
Potamopyrgus antipodarum,U,non-insect,Aquatic,Mollusca: Gastropoda,x,Gastropoda,uncertain status,snails,CG,CL,HT,2,2,1,1,2,2,0.0208,3.03,
Lymnaeidae,U,non-insect,Aquatic,Mollusca: Gastropoda,x,Gastropoda,Lymnaeidae,snails,SC,CL,MT,3,2,1,2,2,3,0.0208,3.03,
Fisherola nuttalli,U,non-insect,Aquatic,Mollusca: Gastropoda,x,Gastropoda,Lymnaeidae,snails,SC,CL,0,2,2,1,2,2,2,0.0208,3.03,
Fossaria,U,non-insect,Aquatic,Mollusca: Gastropoda,x,Gastropoda,Lymnaeidae,snails,SC,CL,MT,3,2,1,2,2,2,0.0208,3.03,
Galba,U,non-insect,Aquatic,Mollusca: Gastropoda,x,Gastropoda,Lymnaeidae,snails,SC,CL,MT,3,2,1,2,2,2,0.0208,3.03,
Galba bulimoides,U,non-insect,Aquatic,Mollusca: Gastropoda,x,Gastropoda,Lymnaeidae,snails,SC,CL,MT,3,2,1,2,2,2,0.0208,3.03,
Lanx,U,non-insect,Aquatic,Mollusca: Gastropoda,x,Gastropoda,Lymnaeidae,snails,SC,CL,0,2,2,1,2,2,2,0.0208,3.03,
Lanx patelloides,U,non-insect,Aquatic,Mollusca: Gastropoda,x,Gastropoda,Lymnaeidae,snails,SC,CL,0,2,2,1,2,2,2,0.0208,3.03,
Lymnaea,U,non-insect,Aquatic,Mollusca: Gastropoda,x,Gastropoda,Lymnaeidae,snails,SC,CL,HT,2,2,1,2,2,3,0.0208,3.03,
Lymnaea stagnalis,U,non-insect,Aquatic,Mollusca: Gastropoda,x,Gastropoda,Lymnaeidae,snails,SC,CL,HT,2,2,1,2,2,3,0.0208,3.03,
Radix auricularia,U,non-insect,Aquatic,Mollusca: Gastropoda,x,Gastropoda,Lymnaeidae,snails,SC,CL,HT,2,2,1,3,2,3,0.0208,3.03,
Radix balthica,U,non-insect,Aquatic,Mollusca: Gastropoda,x,Gastropoda,Lymnaeidae,snails,SC,CL,HT,2,2,1,3,2,3,0.0208,3.03,
Stagnicola,U,non-insect,Aquatic,Mollusca: Gastropoda,x,Gastropoda,Lymnaeidae,snails,SC,CL,HT,2,2,1,3,2,3,0.0208,3.03,
Stagnicola elodes,U,non-insect,Aquatic,Mollusca: Gastropoda,x,Gastropoda,Lymnaeidae,snails,SC,CL,HT,2,2,1,3,2,3,0.0208,3.03,
Physidae,U,non-insect,Aquatic,Mollusca: Gastropoda,x,Gastropoda,Physidae,snails,CG,CL,HT,3,2,2,2,2,3,0.0208,3.03,
Physa,U,non-insect,Aquatic,Mollusca: Gastropoda,x,Gastropoda,Physidae,snails,CG,CL,HT,3,2,2,2,2,3,0.0208,3.03,
Physella,U,non-insect,Aquatic,Mollusca: Gastropoda,x,Gastropoda,Physidae,snails,CG,CL,HT,3,2,2,2,2,3,0.0208,3.03,
Physella columbiana,U,non-insect,Aquatic,Mollusca: Gastropoda,x,Gastropoda,Physidae,snails,CG,CL,HT,3,2,2,2,2,3,0.0208,3.03,
Physella gyrina,U,non-insect,Aquatic,Mollusca: Gastropoda,x,Gastropoda,Physidae,snails,CG,CL,HT,3,2,2,2,2,3,0.0208,3.03,
Physella propinqua,U,non-insect,Aquatic,Mollusca: Gastropoda,x,Gastropoda,Physidae,snails,CG,CL,HT,3,2,2,2,2,3,0.0208,3.03,
Planorbidae,U,non-insect,Aquatic,Mollusca: Gastropoda,x,Gastropoda,Planorbidae,snails,SC,CL,MT,3,2,1,2,2,2,0.0208,3.03,
Ferrissia,U,non-insect,Aquatic,Mollusca: Gastropoda,x,Gastropoda,Planorbidae,snails,SC,CL,MT,3,2,1,1,2,2,0.0208,3.03,
Ferrissia californica,U,non-insect,Aquatic,Mollusca: Gastropoda,x,Gastropoda,Planorbidae,snails,SC,CL,MT,3,2,1,1,2,2,0.0208,3.03,
Carinifex newberryi,U,non-insect,Aquatic,Mollusca: Gastropoda,x,Gastropoda,Planorbidae,snails,SC,CL,MT,2,2,1,2,2,3,0.0208,3.03,
Gyraulus,U,non-insect,Aquatic,Mollusca: Gastropoda,x,Gastropoda,Planorbidae,snails,SC,CL,HT,3,2,1,1,2,3,0.0208,3.03,
Gyraulus crista,U,non-insect,Aquatic,Mollusca: Gastropoda,x,Gastropoda,Planorbidae,snails,SC,CL,HT,3,2,1,1,2,3,0.0208,3.03,
Gyraulus parvus,U,non-insect,Aquatic,Mollusca: Gastropoda,x,Gastropoda,Planorbidae,snails,SC,CL,HT,3,2,1,1,2,3,0.0208,3.03,
Helisoma,U,non-insect,Aquatic,Mollusca: Gastropoda,x,Gastropoda,Planorbidae,snails,SC,CL,MT,2,2,1,2,2,3,0.0208,3.03,
Helisoma anceps,U,non-insect,Aquatic,Mollusca: Gastropoda,x,Gastropoda,Planorbidae,snails,SC,CL,MT,2,2,1,2,2,3,0.0208,3.03,
Helisoma (Pierosoma),U,non-insect,Aquatic,Mollusca: Gastropoda,x,Gastropoda,Planorbidae,snails,SC,CL,MT,2,2,1,2,2,3,0.0208,3.03,
Menetus,U,non-insect,Aquatic,Mollusca: Gastropoda,x,Gastropoda,Planorbidae,snails,SC,CL,MT,3,2,1,1,2,2,0.0208,3.03,
Menetus opercularis,U,non-insect,Aquatic,Mollusca: Gastropoda,x,Gastropoda,Planorbidae,snails,SC,CL,MT,3,2,1,1,2,2,0.0208,3.03,
Planorbella ,U,non-insect,Aquatic,Mollusca: Gastropoda,x,Gastropoda,Planorbidae,snails,SC,CL,MT,2,2,1,2,2,3,0.0208,3.03,
Planorbella subcrenata,U,non-insect,Aquatic,Mollusca: Gastropoda,x,Gastropoda,Planorbidae,snails,SC,CL,MT,2,2,1,2,2,3,0.0208,3.03,
Planorbula campestris,U,non-insect,Aquatic,Mollusca: Gastropoda,x,Gastropoda,Planorbidae,snails,SC,CL,MT,2,2,1,2,2,3,0.0208,3.03,
Promenetus,U,non-insect,Aquatic,Mollusca: Gastropoda,x,Gastropoda,Planorbidae,snails,SC,CL,MT,3,2,1,1,2,2,0.0208,3.03,
Promenetus exacuous,U,non-insect,Aquatic,Mollusca: Gastropoda,x,Gastropoda,Planorbidae,snails,SC,CL,MT,3,2,1,1,2,2,0.0208,3.03,
Vorticifex,U,non-insect,Aquatic,Mollusca: Gastropoda,x,Gastropoda,Planorbidae,snails,SC,CL,0,2,2,1,1,2,2,0.0208,3.03,
Vorticifex effusa,U,non-insect,Aquatic,Mollusca: Gastropoda,x,Gastropoda,Planorbidae,snails,SC,CL,0,2,2,1,1,2,2,0.0208,3.03,
Juga,U,non-insect,Aquatic,Mollusca: Gastropoda,x,Gastropoda,Pleuroceridae,snails,OM,CL,MT,1,2,1,3,2,2,0.0208,3.03,
Juga (Calibasis),U,non-insect,Aquatic,Mollusca: Gastropoda,x,Gastropoda,Pleuroceridae,snails,OM,CL,0,1,2,1,3,2,2,0.0208,3.03,
Juga (Oreobasis),U,non-insect,Aquatic,Mollusca: Gastropoda,x,Gastropoda,Pleuroceridae,snails,OM,CL,0,1,2,1,3,2,2,0.0208,3.03,
Melanoides tuberculatus,U,non-insect,Aquatic,Mollusca: Gastropoda,x,Gastropoda,Thiaridae,snails,OM,CL,HT,1,2,1,3,2,3,0.0208,3.03,
Valvata,U,non-insect,Aquatic,Mollusca: Gastropoda,x,Gastropoda,Valvatidae,snails,SC,CL,0,2,2,1,1,2,2,0.0208,3.03,
Valvata humeralis,U,non-insect,Aquatic,Mollusca: Gastropoda,x,Gastropoda,Valvatidae,snails,SC,CL,0,2,2,1,1,2,2,0.0208,3.03,
Valvata mergella,U,non-insect,Aquatic,Mollusca: Gastropoda,x,Gastropoda,Valvatidae,snails,SC,CL,0,2,2,1,1,2,2,0.0208,3.03,
Valvata tricarinata,U,non-insect,Aquatic,Mollusca: Gastropoda,x,Gastropoda,Valvatidae,snails,SC,CL,0,2,2,1,1,2,2,0.0208,3.03,
Bellamya chinensis,U,non-insect,Aquatic,Mollusca: Gastropoda,x,Gastropoda,Viviparidae,Chinese mystery snail,SC,CL,MT,1,2,1,3,1,3,0.0208,3.03,
Bivalvia,U,non-insect,Aquatic,Mollusca: Bivalvia,x,Bivalvia,,,,,,,,,,,,0.0104,3.046,added by js
Corbicula,U,non-insect,Aquatic,Mollusca: Bivalvia,x,Bivalvia,Corbiculidae,asiatic clam,CF,BU,HT,1,3,1,3,2,3,0.0104,3.046,
Corbicula fluminea,U,non-insect,Aquatic,Mollusca: Bivalvia,x,Bivalvia,Corbiculidae,asiatic clam,CF,BU,HT,1,3,1,3,2,3,0.0104,3.046,
Sphaeriidae,U,non-insect,Aquatic,Mollusca: Bivalvia,x,Bivalvia,Sphaeriidae,pea clams,CF,BU,0,1,3,1,1,2,2,0.0163,2.477,
Musculium,U,non-insect,Aquatic,Mollusca: Bivalvia,x,Bivalvia,Sphaeriidae,pea clams,CF,BU,MT,1,3,1,1,2,2,0.0163,2.477,
Pisidium,U,non-insect,Aquatic,Mollusca: Bivalvia,x,Bivalvia,Sphaeriidae,pea clams,CF,BU,0,1,3,1,1,2,2,0.0163,2.477,
Pisidium compressum,U,non-insect,Aquatic,Mollusca: Bivalvia,x,Bivalvia,Sphaeriidae,pea clams,CF,BU,0,1,3,1,1,2,2,0.0163,2.477,
Sphaerium,U,non-insect,Aquatic,Mollusca: Bivalvia,x,Bivalvia,Sphaeriidae,pea clams,CF,BU,MT,1,3,1,2,2,2,0.0163,2.477,
Sphaerium striatinum,U,non-insect,Aquatic,Mollusca: Bivalvia,x,Bivalvia,Sphaeriidae,pea clams,CF,BU,MT,1,3,1,2,2,2,0.0163,2.477,
Unionoida,U,non-insect,Aquatic,Mollusca: Bivalvia,x,Bivalvia,x,mussels,CF,BU,0,1,3,1,3,2,2,0.0138,2.669,
Anodonta,U,non-insect,Aquatic,Mollusca: Bivalvia,x,Bivalvia,Unionidae,mussels,CF,BU,0,1,3,1,3,2,2,0.0138,2.669,
Gonidea angulata,U,non-insect,Aquatic,Mollusca: Bivalvia,x,Bivalvia,Unionidae,mussels,CF,BU,0,1,3,1,3,2,2,0.0138,2.669,
Margaritifera falcata,U,non-insect,Aquatic,Mollusca: Bivalvia,x,Bivalvia,Margaritiferidae,mussels,CF,BU,0,1,3,1,3,2,2,0.0138,2.669,
Branchiopoda,U,non-insect,Aquatic,Crustacea: Branchiopoda,x,Branchiopoda,x,fairy shrimp,CG,SW,0,3,2,1,2,2,2,0.0054,2.948,
Artemia,U,non-insect,Aquatic,Crustacea: Branchiopoda,x,Branchiopoda,x,fairy shrimp,CG,SW,0,3,2,1,2,2,2,0.0054,2.948,
Lynceus,U,non-insect,Aquatic,Crustacea: Branchiopoda,x,Branchiopoda,x,fairy shrimp,CG,SW,0,3,2,1,2,2,2,0.0054,2.948,
Bosmina,U,non-insect,Aquatic,Crustacea: Cladocera,x,Cladocera,Bosminidae,water fleas,CG,SW,MT,3,2,1,1,2,2,0.006753,2.27,
Chydoridae,U,non-insect,Aquatic,Crustacea: Cladocera,x,Cladocera,Chydoridae,water fleas,CG,SW,MT,3,2,1,1,2,2,0.006753,2.27,
Daphniidae,U,non-insect,Aquatic,Crustacea: Cladocera,x,Cladocera,x,water fleas,CG,SW,MT,3,2,1,1,2,2,0.006753,2.27,
Daphnia,U,non-insect,Aquatic,Crustacea: Cladocera,x,Cladocera,x,water fleas,CG,SW,MT,3,2,1,1,2,2,0.006753,2.27,
Cladocera,U,non-insect,Aquatic,Crustacea: Cladocera,x,Cladocera,x,water fleas,CG,SW,MT,3,2,1,1,2,2,0.006753,2.27,
Copepoda,U,non-insect,Aquatic,Crustacea: Copepoda,x,Copepoda,x,copepods,CG,SW,0,3,2,2,1,1,2,0.006753,2.27,
Harpacticoida,U,non-insect,Aquatic,Crustacea: Copepoda,Harpacticoida,Copepoda,x,copepods,CG,SW,0,3,2,2,1,1,2,0.006753,2.27,
Ostracoda,U,non-insect,Aquatic,Crustacea: Ostracoda,x,Ostracoda,x,seed shrimp,CG,SW,0,3,2,1,1,2,2,0.006753,2.27,
Amphipoda,U,non-insect,Aquatic,Crustacea: Amphipoda,x,Amphipoda,Gammaridae,scuds,CG,SW,MT,2,2,1,3,1,2,0.0058,3.015,
Ramellogammarus,U,non-insect,Aquatic,Crustacea: Amphipoda,x,Amphipoda,Anisogammaridae,scuds,CG,SW,MT,2,2,1,2,2,2,0.0058,3.015,
Americorophium,U,non-insect,Aquatic,Crustacea: Amphipoda,x,Amphipoda,Corophiidae,scuds,CG,BU,MT,3,2,1,2,1,2,0.0058,3.015,
Crangonyx,U,non-insect,Aquatic,Crustacea: Amphipoda,x,Amphipoda,Crangonyctidae,scuds,CG,SW,MT,3,2,1,2,2,2,0.0058,3.015,
Stygobromus,U,non-insect,Aquatic,Crustacea: Amphipoda,x,Amphipoda,Crangonyctidae,scuds,CG,BU,MI,2,2,1,1,1,2,0.0058,3.015,
Gammarus,U,non-insect,Aquatic,Crustacea: Amphipoda,x,Amphipoda,Gammaridae,scuds,CG,SW,MT,2,2,1,3,1,2,0.0058,3.015,
Haustoriidae,U,non-insect,Aquatic,Crustacea: Amphipoda,x,Amphipoda,Haustoriidae,scuds,CG,BU,MI,2,2,1,1,1,2,0.0058,3.015,
Hyalella,U,non-insect,Aquatic,Crustacea: Amphipoda,x,Amphipoda,Talitridae,scuds,CG,SW,HT,3,2,2,1,2,2,0.0058,3.015,
Caecidotea,U,non-insect,Aquatic,Crustacea: Isopoda,x,Isopoda,Asellidae,aquatic sow bugs,CG,CM,HT,3,2,1,2,2,2,0.0054,2.948,
Calasellus/Salmasellus,U,non-insect,Aquatic,Crustacea: Isopoda,x,Isopoda,Asellidae,aquatic sow bugs,CG,BU,MI,2,3,1,1,1,2,0.0054,2.948,
Gnorimosphaeroma,U,non-insect,Aquatic,Crustacea: Isopoda,x,Isopoda,Sphaeromatidae,aquatic sow bugs,CG,CM,0,2,3,1,2,1,2,0.0054,2.948,
Neomysis mercedis,U,non-insect,Aquatic,Crustacea: Decapoda,Mysidacea,Decapoda,Mysidae,opossum shrimps,CF,SW,0,1,3,1,3,1,2,0.0147,3.626,
Palaemonetes paludosus,U,non-insect,Aquatic,Crustacea: Decapoda,Decapoda,Decapoda,Palaemonidae,riverine grass shrimp,CG,SW,0,1,3,1,3,1,2,0.0147,3.626,
Orconectes,U,non-insect,Aquatic,Crustacea: Decapoda,x,Decapoda,Cambaridae,crayfish,OM,SP,MT,1,3,1,3,1,2,0.0147,3.626,
Orconectes virilis,U,non-insect,Aquatic,Crustacea: Decapoda,x,Decapoda,Cambaridae,crayfish,OM,SP,MT,1,3,1,3,1,2,0.0147,3.626,
Pacifastacus,U,non-insect,Aquatic,Crustacea: Decapoda,x,Decapoda,Astacidae,crayfish,OM,SP,0,1,3,1,3,2,2,0.0147,3.626,
Procambarus,U,non-insect,Aquatic,Crustacea: Decapoda,x,Decapoda,Cambaridae,crayfish,OM,SP,MT,1,3,1,3,1,3,0.0147,3.626,
Acari,U,non-insect,Aquatic,Arachnida: Acari,x,Acari,x,mites,PA,SW,0,3,2,2,1,2,2,0.053,2.494,
Hydracarina,U,non-insect,Aquatic,Arachnida: Acari,,Hydracarina,,mites,,,,,,,,,,0.053,2.494,added by js
Oribatida,U,non-insect,Aquatic,Arachnida: Acari,,Oribatida,,mites,,,,,,,,,,0.053,2.494,added by js
Trombidiformes,U,non-insect,Aquatic,Arachnida: Acari,Trombidiformes,Acari,x,mites,PA,SW,0,3,2,2,1,2,2,0.053,2.494,
Arrenuridae,U,non-insect,Aquatic,Arachnida: Acari,x,Acari,x,mites,PA,SW,0,3,2,2,1,2,2,0.053,2.494,
Arrenurus,U,non-insect,Aquatic,Arachnida: Acari,x,Acari,x,mites,PA,SW,0,3,2,2,1,2,2,0.053,2.494,
Atractides,U,non-insect,Aquatic,Arachnida: Acari,x,Acari,x,mites,PA,SW,MT,3,2,2,1,2,2,0.053,2.494,
Aturidae,U,non-insect,Aquatic,Arachnida: Acari,x,Acari,x,mites,PA,SW,0,3,2,2,1,2,2,0.053,2.494,
Aturus,U,non-insect,Aquatic,Arachnida: Acari,x,Acari,x,mites,PA,SW,0,3,2,2,1,2,2,0.053,2.494,
Bandakia,U,non-insect,Aquatic,Arachnida: Acari,x,Acari,x,mites,PA,SW,0,3,2,2,1,2,2,0.053,2.494,
Brachypoda,U,non-insect,Aquatic,Arachnida: Acari,x,Acari,x,mites,PA,SW,0,3,2,2,1,2,2,0.053,2.494,
Chelomideopsis,U,non-insect,Aquatic,Arachnida: Acari,x,Acari,x,mites,PA,SW,0,3,2,2,1,2,2,0.053,2.494,
Cyclothyas,U,non-insect,Aquatic,Arachnida: Acari,x,Acari,x,mites,PA,SW,0,3,2,2,1,2,2,0.053,2.494,
Estelloxus,U,non-insect,Aquatic,Arachnida: Acari,x,Acari,x,mites,PA,SW,MT,3,2,2,1,2,2,0.053,2.494,
Estelloxus californiensis,U,non-insect,Aquatic,Arachnida: Acari,x,Acari,x,mites,PA,SW,MT,3,2,2,1,2,2,0.053,2.494,
Extelloxus,U,non-insect,Aquatic,Arachnida: Acari,x,Acari,x,mites,PA,SW,MT,3,2,2,1,2,2,0.053,2.494,
Eylaidae,U,non-insect,Aquatic,Arachnida: Acari,x,Acari,x,mites,PA,SW,0,3,2,2,1,2,2,0.053,2.494,
Eylais,U,non-insect,Aquatic,Arachnida: Acari,x,Acari,x,mites,PA,SW,0,3,2,2,1,2,2,0.053,2.494,
Feltria,U,non-insect,Aquatic,Arachnida: Acari,x,Acari,x,mites,PA,SW,0,3,2,2,1,2,2,0.053,2.494,
Feltriidae,U,non-insect,Aquatic,Arachnida: Acari,x,Acari,x,mites,PA,SW,0,3,2,2,1,2,2,0.053,2.494,
Frontipoda,U,non-insect,Aquatic,Arachnida: Acari,x,Acari,x,mites,PA,SW,0,3,2,2,1,2,2,0.053,2.494,
Halacaridae,U,non-insect,Aquatic,Arachnida: Acari,x,Acari,x,mites,PA,SW,0,3,2,2,1,2,2,0.053,2.494,
Hydrachna,U,non-insect,Aquatic,Arachnida: Acari,x,Acari,x,mites,PA,SW,0,3,2,2,1,2,2,0.053,2.494,
Hydrachnida,U,non-insect,Aquatic,Arachnida: Acari,x,Acari,x,mites,PA,SW,0,3,2,2,1,2,2,0.053,2.494,
Hydrachnidae,U,non-insect,Aquatic,Arachnida: Acari,x,Acari,x,mites,PA,SW,0,3,2,2,1,2,2,0.053,2.494,
Hydrochoreutes,U,non-insect,Aquatic,Arachnida: Acari,x,Acari,x,mites,PA,SW,0,3,2,2,1,2,2,0.053,2.494,
Hydrodroma,U,non-insect,Aquatic,Arachnida: Acari,x,Acari,x,mites,PA,SW,0,3,2,2,1,2,2,0.053,2.494,
Hydrodromidae,U,non-insect,Aquatic,Arachnida: Acari,x,Acari,x,mites,PA,SW,0,3,2,2,1,2,2,0.053,2.494,
Hydrovolzia,U,non-insect,Aquatic,Arachnida: Acari,x,Acari,x,mites,PA,SW,0,3,2,2,1,2,2,0.053,2.494,
Hydrozetes,U,non-insect,Aquatic,Arachnida: Acari,x,Acari,x,mites,PA,SW,0,3,2,2,1,2,2,0.053,2.494,
Hydrozetidae,U,non-insect,Aquatic,Arachnida: Acari,x,Acari,x,mites,PA,SW,0,3,2,2,1,2,2,0.053,2.494,
Hydryphantes,U,non-insect,Aquatic,Arachnida: Acari,x,Acari,x,mites,PA,SW,0,3,2,2,1,2,2,0.053,2.494,
Hydryphantidae,U,non-insect,Aquatic,Arachnida: Acari,x,Acari,x,mites,PA,SW,0,3,2,2,1,2,2,0.053,2.494,
Hygrobates,U,non-insect,Aquatic,Arachnida: Acari,x,Acari,x,mites,PA,SW,MT,3,2,2,1,2,2,0.053,2.494,
Hygrobatidae,U,non-insect,Aquatic,Arachnida: Acari,x,Acari,x,mites,PA,SW,MT,3,2,2,1,2,2,0.053,2.494,
Lebertia,U,non-insect,Aquatic,Arachnida: Acari,x,Acari,x,mites,PA,SW,MT,3,2,2,1,2,2,0.053,2.494,
Lebertiidae,U,non-insect,Aquatic,Arachnida: Acari,x,Acari,x,mites,PA,SW,MT,3,2,2,1,2,2,0.053,2.494,
Limnesia,U,non-insect,Aquatic,Arachnida: Acari,x,Acari,x,mites,PA,SW,0,3,2,2,1,2,2,0.053,2.494,
Limnesiidae,U,non-insect,Aquatic,Arachnida: Acari,x,Acari,x,mites,PA,SW,0,3,2,2,1,2,2,0.053,2.494,
Limnochares,U,non-insect,Aquatic,Arachnida: Acari,x,Acari,x,mites,PA,SW,0,3,2,2,1,2,2,0.053,2.494,
Limnocharidae,U,non-insect,Aquatic,Arachnida: Acari,x,Acari,x,mites,PA,SW,0,3,2,2,1,2,2,0.053,2.494,
Ljana,U,non-insect,Aquatic,Arachnida: Acari,Trombidiformes,Acari,x,mites,PA,SW,0,3,2,2,1,2,2,0.053,2.494,
Mesobates,U,non-insect,Aquatic,Arachnida: Acari,x,Acari,x,mites,PA,SW,0,3,2,2,1,2,2,0.053,2.494,
Midea,U,non-insect,Aquatic,Arachnida: Acari,x,Acari,x,mites,PA,SW,0,3,2,2,1,2,2,0.053,2.494,
Mideopsidae,U,non-insect,Aquatic,Arachnida: Acari,x,Acari,x,mites,PA,SW,0,3,2,2,1,2,2,0.053,2.494,
Mideopsis,U,non-insect,Aquatic,Arachnida: Acari,x,Acari,x,mites,PA,SW,0,3,2,2,1,2,2,0.053,2.494,
Nautarachna,U,non-insect,Aquatic,Arachnida: Acari,x,Acari,x,mites,PA,SW,0,3,2,2,1,2,2,0.053,2.494,
